country,year,indicator,value
BI,1995,population,6066316.0
BI,1994,population,5713854.0
BI,1993,population,5676843.0
BI,1992,population,5858407.0
BI,1991,population,5703857.0
BI,1990,population,5587052.0
BI,1989,population,5471706.0
BI,1988,population,5365327.0
BI,1987,population,5247787.0
BI,1986,population,5129414.0
BI,1985,population,5034042.0
BI,1984,population,4926465.0
BI,1983,population,4808528.0
BI,1982,population,4681390.0
BI,1981,population,4566014.0
BI,1980,population,4383706.0
BI,1979,population,4203530.0
BI,1978,population,4100338.0
BI,1977,population,3983582.0
BI,1976,population,3882626.0
BI,1975,population,3796612.0
BI,1974,population,3703590.0
BI,1973,population,3611991.0
BI,1972,population,3617128.0
BI,1971,population,3617289.0
BI,1970,population,3530432.0
BI,1969,population,3454590.0
BI,1968,population,3380387.0
BI,1967,population,3300690.0
BI,1966,population,3217960.0
BI,1965,population,3141367.0
BI,1964,population,3055650.0
BI,1963,population,2969841.0
BI,1962,population,2907943.0
BI,1961,population,2835119.0
BI,1960,population,2764258.0
SO,2024,gdp,11967000000.0
SO,2023,gdp,10958000000.0
SO,2022,gdp,10203000000.0
SO,2021,gdp,9483000000.0
SO,2020,gdp,8628000000.0
SO,2019,gdp,8656000000.0
SO,2018,gdp,7873000000.0
SO,2017,gdp,7621501710.0012
SO,2016,gdp,6613743069.99912
SO,2015,gdp,6152149099.99942
SO,2014,gdp,5728399719.99958
SO,2013,gdp,5062881600.00104
SO,2012,gdp,4364670159.99578
SO,2011,gdp,2906000096.93249
SO,2010,gdp,2687807003.73935
SO,2009,gdp,2948594552.44952
SO,2008,gdp,5913620292.90573
SO,2007,gdp,5430713728.89074
SO,2006,gdp,5026743282.04251
SO,2005,gdp,4683246454.10048
SO,2004,gdp,3859592813.10255
SO,2003,gdp,2836724351.5616
SO,2002,gdp,2192684134.59273
SO,2001,gdp,2252847464.68608
SO,2000,gdp,3412797450.20112
SO,1999,gdp,3045751527.66005
SO,1998,gdp,2962047564.41651
SO,1997,gdp,2191749013.58124
SO,1996,gdp,1792234297.39194
SO,1995,gdp,1534756134.55022
SO,1994,gdp,1481205097.98113
SO,1993,gdp,1260132955.78746
SO,1992,gdp,709297578.5
SO,1991,gdp,717974929.763158
SO,1990,gdp,1031282081.16683
SO,1989,gdp,1181360843.93549
SO,1988,gdp,1051596967.1287
SO,1987,gdp,1018972664.4638
SO,1986,gdp,916590786.326105
SO,1985,gdp,875702247.191011
SO,1984,gdp,787434541.728857
SO,1983,gdp,735408641.768548
SO,1982,gdp,774578931.96392
SO,1981,gdp,699302473.050095
SO,1980,gdp,602515548.452104
SO,1979,gdp,589566929.133858
SO,1978,gdp,564571823.20442
SO,1977,gdp,498550724.637681
SO,1976,gdp,871344245.115171
SO,1975,gdp,757015878.792693
SO,1974,gdp,572504035.901509
SO,1973,gdp,483699610.602563
SO,1972,gdp,447883941.190165
SO,1971,gdp,347039445.705569
SO,1970,gdp,347985394.285714
SO,1969,gdp,306357284.571429
SO,1968,gdp,286719885.312046
SO,1967,gdp,271781886.807245
SO,1966,gdp,257375897.049641
SO,1965,gdp,243725898.029641
SO,1964,gdp,229529912.668035
SO,1963,gdp,216145935.941626
SO,1962,gdp,203531927.547229
SO,1961,gdp,191659914.376034
SO,1960,gdp,180459936.776025
SO,2024,population,19009151.0
SO,2023,population,18358615.0
SO,2022,population,17801897.0
SO,2021,population,17271431.0
SO,2020,population,16651191.0
SO,2019,population,16030971.0
SO,2018,population,15452487.0
SO,2017,population,14916629.0
SO,2016,population,14348740.0
SO,2015,population,13806963.0
SO,2014,population,13339491.0
SO,2013,population,12869594.0
SO,2012,population,12461160.0
SO,2011,population,12348830.0
SO,2010,population,12261756.0
SO,2009,population,11961201.0
SO,2008,population,11663084.0
SO,2007,population,11322582.0
SO,2006,population,10975502.0
SO,2005,population,10644228.0
SO,2004,population,10280998.0
SO,2003,population,9909157.0
SO,2002,population,9550063.0
SO,2001,population,9198493.0
SO,2000,population,8838713.0
SO,1999,population,8492059.0
SO,1998,population,8155417.0
SO,1997,population,7824525.0
SO,1996,population,7554474.0
SO,1995,population,7285007.0
SO,1994,population,7026797.0
SO,1993,population,6681399.0
SO,1992,population,6495107.0
SO,1991,population,6813760.0
SO,1990,population,7082811.0
SO,1989,population,7114817.0
SO,1988,population,7235360.0
SO,1987,population,7228302.0
SO,1986,population,6974788.0
SO,1985,population,6693289.0
SO,1984,population,6428389.0
SO,1983,population,6198430.0
SO,1982,population,6003840.0
SO,1981,population,5982849.0
SO,1980,population,5936154.0
SO,1979,population,5449117.0
SO,1978,population,4814892.0
SO,1977,population,4484050.0
SO,1976,population,4365812.0
SO,1975,population,4257535.0
SO,1974,population,4151842.0
SO,1973,population,4045592.0
SO,1972,population,3939436.0
SO,1971,population,3837691.0
SO,1970,population,3738448.0
SO,1969,population,3641015.0
SO,1968,population,3546590.0
SO,1967,population,3454537.0
SO,1966,population,3365106.0
SO,1965,population,3277874.0
SO,1964,population,3192796.0
SO,1963,population,3110361.0
SO,1962,population,3030091.0
SO,1961,population,2952054.0
SO,1960,population,2876331.0
DJ,2024,gdp,4152145939.98458
DJ,2023,gdp,3898447007.38798
DJ,2022,gdp,3562814908.76149
DJ,2021,gdp,3392796953.08939
DJ,2020,gdp,3144136196.6228
DJ,2019,gdp,3088851450.30694
DJ,2018,gdp,2913464658.08768
DJ,2017,gdp,2762581334.22612
DJ,2016,gdp,2604955228.70117
DJ,2015,gdp,2424391785.43897
DJ,2014,gdp,2220637966.25047
DJ,2013,gdp,2044440443.16654
DJ,2012,gdp,1353632941.5207
DJ,2011,gdp,1239144501.77525
DJ,2010,gdp,1128611700.3618
DJ,2009,gdp,1049110684.72493
DJ,2008,gdp,999105339.267729
DJ,2007,gdp,847918929.107984
DJ,2006,gdp,768873684.032838
DJ,2005,gdp,708633194.726566
DJ,2004,gdp,666072101.777505
DJ,2003,gdp,622044665.515049
DJ,2002,gdp,591122039.601398
DJ,2001,gdp,572417440.820162
DJ,2000,gdp,551230861.856505
DJ,1999,gdp,536080148.097299
DJ,1998,gdp,514267869.300758
DJ,1997,gdp,502675542.001227
DJ,1996,gdp,494004647.73437
DJ,1995,gdp,497723960.589913
DJ,1994,gdp,491689220.744875
DJ,1993,gdp,466048469.22986
DJ,1992,gdp,478058304.871118
DJ,1991,gdp,462421998.525779
DJ,1990,gdp,452328087.282876
DJ,1989,gdp,409220087.102818
DJ,1988,gdp,395794538.630775
DJ,1987,gdp,373371738.286415
DJ,1985,gdp,340989527.967995
DJ,2024,population,1168722.0
DJ,2023,population,1152944.0
DJ,2022,population,1137096.0
DJ,2021,population,1121248.0
DJ,2020,population,1105188.0
DJ,2019,population,1088709.0
DJ,2018,population,1071882.0
DJ,2017,population,1054841.0
DJ,2016,population,1037653.0
DJ,2015,population,1020313.0
DJ,2014,population,1002717.0
DJ,2013,population,984824.0
DJ,2012,population,966747.0
DJ,2011,population,948558.0
DJ,2010,population,930251.0
DJ,2009,population,911527.0
DJ,2008,population,892734.0
DJ,2007,population,874528.0
DJ,2006,population,855764.0
DJ,2005,population,839167.0
DJ,2004,population,826124.0
DJ,2003,population,813519.0
DJ,2002,population,795574.0
DJ,2001,population,771313.0
DJ,2000,population,747318.0
DJ,1999,population,724218.0
DJ,1998,population,699352.0
DJ,1997,population,671817.0
DJ,1996,population,648348.0
DJ,1995,population,633074.0
DJ,1994,population,626710.0
DJ,1993,population,614245.0
DJ,1992,population,626010.0
DJ,1991,population,631092.0
DJ,1990,population,579538.0
DJ,1989,population,523355.0
DJ,1988,population,484523.0
DJ,1987,population,454399.0
DJ,1986,population,426341.0
DJ,1985,population,402687.0
DJ,1984,population,384053.0
DJ,1983,population,369553.0
DJ,1982,population,356880.0
DJ,1981,population,343047.0
DJ,1980,population,325815.0
DJ,1979,population,304513.0
DJ,1978,population,280031.0
DJ,1977,population,254613.0
DJ,1976,population,230737.0
DJ,1975,population,209908.0
DJ,1974,population,192613.0
DJ,1973,population,178449.0
DJ,1972,population,166256.0
DJ,1971,population,155136.0
DJ,1970,population,145175.0
DJ,1969,population,136078.0
DJ,1968,population,128250.0
DJ,1967,population,121649.0
DJ,1966,population,115269.0
DJ,1965,population,109092.0
DJ,1964,population,103198.0
DJ,1963,population,97872.0
DJ,1962,population,93283.0
DJ,1961,population,89390.0
DJ,1960,population,86024.0
ER,2011,gdp,2065001626.01626
ER,2010,gdp,1589515447.15447
ER,2009,gdp,1856695551.21951
ER,2008,gdp,1380188800.0
ER,2007,gdp,1317974491.05691
ER,2006,gdp,1211161879.6748
ER,2005,gdp,1098424685.66169
ER,2004,gdp,1109054005.43971
ER,2003,gdp,870248267.550163
ER,2002,gdp,729321680.154324
ER,2001,gdp,752371688.743186
ER,2000,gdp,706370815.584416
ER,1999,gdp,688918537.115555
ER,1998,gdp,745523116.900052
ER,1997,gdp,686490090.140141
ER,1996,gdp,693535954.190067
ER,1995,gdp,578015625.0
ER,1994,gdp,531688311.688312
ER,1993,gdp,467872714.755603
ER,1992,gdp,477101651.648376
ER,2024,population,3535603.0
ER,2023,population,3470390.0
ER,2022,population,3409447.0
ER,2021,population,3350183.0
ER,2020,population,3291271.0
ER,2019,population,3240194.0
ER,2018,population,3192760.0
ER,2017,population,3150347.0
ER,2016,population,3124698.0
ER,2015,population,3105546.0
ER,2014,population,3095173.0
ER,2013,population,3074360.0
ER,2012,population,3036988.0
ER,2011,population,2998485.0
ER,2010,population,2945186.0
ER,2009,population,2887885.0
ER,2008,population,2816327.0
ER,2007,population,2743222.0
ER,2006,population,2703502.0
ER,2005,population,2661215.0
ER,2004,population,2598284.0
ER,2003,population,2493903.0
ER,2002,population,2392978.0
ER,2001,population,2312079.0
ER,2000,population,2247031.0
ER,1999,population,2212780.0
ER,1998,population,2180419.0
ER,1997,population,2152135.0
ER,1996,population,2128464.0
ER,1995,population,2025267.0
ER,1994,population,1913915.0
ER,1993,population,1856006.0
ER,1992,population,1798748.0
ER,1991,population,1919571.0
ER,1990,population,2032737.0
ER,1989,population,1987017.0
ER,1988,population,1938255.0
ER,1987,population,1888669.0
ER,1986,population,1845164.0
ER,1985,population,1807816.0
ER,1984,population,1771730.0
ER,1983,population,1736160.0
ER,1982,population,1695461.0
ER,1981,population,1649939.0
ER,1980,population,1605797.0
ER,1979,population,1563332.0
ER,1978,population,1522378.0
ER,1977,population,1482565.0
ER,1976,population,1443807.0
ER,1975,population,1408210.0
ER,1974,population,1375688.0
ER,1973,population,1342669.0
ER,1972,population,1309235.0
ER,1971,population,1276154.0
ER,1970,population,1243453.0
ER,1969,population,1212005.0
ER,1968,population,1181737.0
ER,1967,population,1152339.0
ER,1966,population,1124957.0
ER,1965,population,1098335.0
ER,1964,population,1071287.0
ER,1963,population,1045092.0
ER,1962,population,1019788.0
ER,1961,population,995573.0
ER,1960,population,972547.0
NG,2024,gdp,252261880141.151
NG,2023,gdp,487387801880.597
NG,2022,gdp,646950257577.814
NG,2021,gdp,609147716972.859
NG,2020,gdp,598586817819.073
NG,2019,gdp,668219992691.462
NG,2018,gdp,421739251509.08
NG,2017,gdp,375745731053.427
NG,2016,gdp,404649125252.16
NG,2015,gdp,493026682800.63
NG,2014,gdp,574183763411.508
NG,2013,gdp,520117180313.906
NG,2012,gdp,463971018239.281
NG,2011,gdp,414466676831.16
NG,2010,gdp,366990417129.04
NG,2009,gdp,295008835380.997
NG,2008,gdp,339476276257.793
NG,2007,gdp,278260846800.103
NG,2006,gdp,238454997161.48
NG,2005,gdp,175670569969.346
NG,2004,gdp,135764731645.611
NG,2003,gdp,104738954264.226
NG,2002,gdp,95054059302.6995
NG,2001,gdp,73557840064.489
NG,2000,gdp,69171451627.2465
NG,1999,gdp,59145077039.1437
NG,1998,gdp,218416200672.727
NG,1997,gdp,200850397618.182
NG,1996,gdp,185730236700.0
NG,1995,gdp,140919776986.364
NG,1994,gdp,80399613063.6364
NG,1993,gdp,56721051402.4732
NG,1992,gdp,52058181853.8055
NG,1991,gdp,59526833412.3581
NG,1990,gdp,54035795387.8086
NG,1989,gdp,44003061108.4005
NG,1988,gdp,49648470440.4593
NG,1987,gdp,52676041931.1087
NG,1986,gdp,54805852580.9129
NG,1985,gdp,73745821158.2254
NG,1984,gdp,73484359521.4887
NG,1983,gdp,97094911792.0489
NG,1982,gdp,142769363314.176
NG,1981,gdp,164475209515.939
NG,1980,gdp,64201788122.6054
NG,1979,gdp,47259911894.2731
NG,1978,gdp,36527862208.7133
NG,1977,gdp,36035407725.3219
NG,1976,gdp,36308883248.731
NG,1975,gdp,27778934624.6973
NG,1974,gdp,24846641318.1242
NG,1973,gdp,15162871287.1287
NG,1972,gdp,12274416017.7976
NG,1971,gdp,9181769911.50443
NG,1970,gdp,12546094981.562
NG,1969,gdp,6634317346.27306
NG,1968,gdp,5200997919.60083
NG,1967,gdp,5203237918.70483
NG,1966,gdp,6366917453.23302
NG,1965,gdp,5874537650.18494
NG,1964,gdp,5552931318.82747
NG,1963,gdp,5165590253.7639
NG,1962,gdp,4909399176.24033
NG,1961,gdp,4467287893.08484
NG,1960,gdp,4196174501.5302
NG,2024,population,232679478.0
NG,2023,population,227882945.0
NG,2022,population,223150896.0
NG,2021,population,218529286.0
NG,2020,population,213996181.0
NG,2019,population,209485641.0
NG,2018,population,204938755.0
NG,2017,population,200254579.0
NG,2016,population,195443700.0
NG,2015,population,190671878.0
NG,2014,population,185896915.0
NG,2013,population,181049443.0
NG,2012,population,176200625.0
NG,2011,population,171379598.0
NG,2010,population,166642886.0
NG,2009,population,162049464.0
NG,2008,population,157595014.0
NG,2007,population,153267261.0
NG,2006,population,149077334.0
NG,2005,population,145017253.0
NG,2004,population,141057045.0
NG,2003,population,137202644.0
NG,2002,population,133471989.0
NG,2001,population,129862595.0
NG,2000,population,126382494.0
NG,1999,population,123047320.0
NG,1998,population,119846254.0
NG,1997,population,116754792.0
NG,1996,population,113754779.0
NG,1995,population,110819428.0
NG,1994,population,107935714.0
NG,1993,population,105122069.0
NG,1992,population,102372770.0
NG,1991,population,99720162.0
NG,1990,population,97120925.0
NG,1989,population,94531014.0
NG,1988,population,92020090.0
NG,1987,population,89591716.0
NG,1986,population,87235953.0
NG,1985,population,84897973.0
NG,1984,population,82526443.0
NG,1983,population,80438260.0
NG,1982,population,78378701.0
NG,1981,population,76068103.0
NG,1980,population,73764641.0
NG,1979,population,71498242.0
NG,1978,population,69326532.0
NG,1977,population,67234590.0
NG,1976,population,65258009.0
NG,1975,population,63410815.0
NG,1974,population,61679144.0
NG,1973,population,60082139.0
NG,1972,population,58601748.0
NG,1971,population,57214684.0
NG,1970,population,55893838.0
NG,1969,population,54631914.0
NG,1968,population,53432783.0
NG,1967,population,52293065.0
NG,1966,population,51188234.0
NG,1965,population,50086764.0
NG,1964,population,49012016.0
NG,1963,population,47973575.0
NG,1962,population,46965292.0
NG,1961,population,45989310.0
NG,1960,population,45053782.0
GH,2024,gdp,82308110386.4641
GH,2023,gdp,80547146878.3843
GH,2022,gdp,73919003209.9866
GH,2021,gdp,79514204730.3979
GH,2020,gdp,70008243859.8666
GH,2019,gdp,68352629246.1555
GH,2018,gdp,67259353965.6087
GH,2017,gdp,60385409434.8567
GH,2016,gdp,56144179397.8516
GH,2015,gdp,49436806230.4839
GH,2014,gdp,54678533805.9064
GH,2013,gdp,62845721959.827
GH,2012,gdp,41271701060.954
GH,2011,gdp,39336668080.559
GH,2010,gdp,32197655566.5347
GH,2009,gdp,26048720005.5233
GH,2008,gdp,28679383241.0729
GH,2007,gdp,24827339138.4906
GH,2006,gdp,20885037596.6963
GH,2005,gdp,10744568381.4456
GH,2004,gdp,8881417906.71432
GH,2003,gdp,7632723555.66221
GH,2002,gdp,6166197847.85031
GH,2001,gdp,5314872854.4405
GH,2000,gdp,4982850662.20851
GH,1999,gdp,7718109982.26093
GH,1998,gdp,7482069162.42008
GH,1997,gdp,6891443192.24985
GH,1996,gdp,6932991739.37767
GH,1995,gdp,6464382807.67884
GH,1994,gdp,5446383726.77047
GH,1993,gdp,5968922939.37198
GH,1992,gdp,6416103925.83267
GH,1991,gdp,6603185267.79643
GH,1990,gdp,5889106573.46088
GH,1989,gdp,5251858439.874
GH,1988,gdp,5197765031.64557
GH,1987,gdp,5074829931.97279
GH,1986,gdp,5735677433.82683
GH,1985,gdp,4504306722.68908
GH,1984,gdp,4412279843.44423
GH,1983,gdp,4057275132.27513
GH,1982,gdp,4035994397.7591
GH,1981,gdp,4222441860.46512
GH,1980,gdp,4445228215.76763
GH,1979,gdp,4020227920.22792
GH,1978,gdp,3662478184.99127
GH,1977,gdp,3189428571.42857
GH,1976,gdp,2765254237.28814
GH,1975,gdp,2810106382.97872
GH,1974,gdp,2894409937.8882
GH,1973,gdp,3006766758.43977
GH,1972,gdp,2112293279.98507
GH,1971,gdp,2417108577.52739
GH,1970,gdp,2215028588.45646
GH,1969,gdp,1962050555.7775
GH,1968,gdp,1666909517.65205
GH,1967,gdp,1747187644.9031
GH,1966,gdp,2126300672.22965
GH,1965,gdp,2053462968.0426
GH,1964,gdp,1731296199.52296
GH,1963,gdp,1540797588.57221
GH,1962,gdp,1382515654.47343
GH,1961,gdp,1302674324.88378
GH,1960,gdp,1217230094.97205
GH,2024,population,34427414.0
GH,2023,population,33787914.0
GH,2022,population,33149152.0
GH,2021,population,32518665.0
GH,2020,population,31887809.0
GH,2019,population,31258945.0
GH,2018,population,30637585.0
GH,2017,population,30008354.0
GH,2016,population,29356742.0
GH,2015,population,28696068.0
GH,2014,population,28041592.0
GH,2013,population,27386193.0
GH,2012,population,26734268.0
GH,2011,population,26095088.0
GH,2010,population,25474995.0
GH,2009,population,24862664.0
GH,2008,population,24249946.0
GH,2007,population,23642279.0
GH,2006,population,23040702.0
GH,2005,population,22449438.0
GH,2004,population,21868298.0
GH,2003,population,21296705.0
GH,2002,population,20729388.0
GH,2001,population,20167069.0
GH,2000,population,19637087.0
GH,1999,population,19149864.0
GH,1998,population,18688036.0
GH,1997,population,18238958.0
GH,1996,population,17810181.0
GH,1995,population,17399017.0
GH,1994,population,16993190.0
GH,1993,population,16589519.0
GH,1992,population,16184855.0
GH,1991,population,15787496.0
GH,1990,population,15394648.0
GH,1989,population,15006813.0
GH,1988,population,14636568.0
GH,1987,population,14289108.0
GH,1986,population,13965217.0
GH,1985,population,13661229.0
GH,1984,population,13370590.0
GH,1983,population,13029836.0
GH,1982,population,12643819.0
GH,1981,population,12281712.0
GH,1980,population,11941448.0
GH,1979,population,11597255.0
GH,1978,population,11248450.0
GH,1977,population,10911871.0
GH,1976,population,10594913.0
GH,1975,population,10294308.0
GH,1974,population,10000523.0
GH,1973,population,9714617.0
GH,1972,population,9438187.0
GH,1971,population,9176264.0
GH,1970,population,8925813.0
GH,1969,population,8690383.0
GH,1968,population,8475729.0
GH,1967,population,8271913.0
GH,1966,population,8074521.0
GH,1965,population,7882606.0
GH,1964,population,7695739.0
GH,1963,population,7514714.0
GH,1962,population,7337375.0
GH,1961,population,7162667.0
GH,1960,population,6961215.0
CI,2024,gdp,87113179149.284
CI,2023,gdp,80780312569.1646
CI,2022,gdp,70922824813.9102
CI,2021,gdp,72794636653.7793
CI,2020,gdp,63027852805.4204
CI,2019,gdp,60382894697.3557
CI,2018,gdp,58522477786.6889
CI,2017,gdp,52512343996.69
CI,2016,gdp,48407761036.8238
CI,2015,gdp,45815005169.2651
CI,2014,gdp,48843005613.7091
CI,2013,gdp,42760235484.6093
CI,2012,gdp,36302302877.2977
CI,2011,gdp,36693710801.3976
CI,2010,gdp,34936307980.063
CI,2009,gdp,33886813250.2036
CI,2008,gdp,34078240293.2559
CI,2007,gdp,28760090953.3081
CI,2006,gdp,25281413263.3712
CI,2005,gdp,24036918703.1747
CI,2004,gdp,23510575681.3686
CI,2003,gdp,21251754340.4305
CI,2002,gdp,18054383320.8474
CI,2001,gdp,16810537043.8407
CI,2000,gdp,16577533891.8785
CI,1999,gdp,18870992455.568
CI,1998,gdp,19619654755.679
CI,1997,gdp,18047558037.7036
CI,1996,gdp,18071152830.6101
CI,1995,gdp,11000146266.5135
CI,1994,gdp,8313557510.14757
CI,1993,gdp,11045760288.1206
CI,1992,gdp,11152971273.9383
CI,1991,gdp,10492628580.7484
CI,1990,gdp,10795850582.779
CI,1989,gdp,9757410644.6679
CI,1988,gdp,10255169805.7996
CI,1987,gdp,10087654464.8168
CI,1986,gdp,9158302099.57957
CI,1985,gdp,6977650643.99488
CI,1984,gdp,6841639246.8996
CI,1983,gdp,6838184772.52063
CI,1982,gdp,7567110848.92228
CI,1981,gdp,8432589942.39434
CI,1980,gdp,10175617609.0962
CI,1979,gdp,9142933966.79465
CI,1978,gdp,7900526298.31993
CI,1977,gdp,6265068189.37782
CI,1976,gdp,4662053824.83955
CI,1975,gdp,3893839190.26806
CI,1974,gdp,3070152309.21903
CI,1973,gdp,2508421426.17572
CI,1972,gdp,1849400401.64724
CI,1971,gdp,1584128509.46873
CI,1970,gdp,1455482795.40691
CI,1969,gdp,1361360293.42665
CI,1968,gdp,1281281276.72357
CI,1967,gdp,1082922724.87189
CI,1966,gdp,1024102880.05862
CI,1965,gdp,919771228.816095
CI,1964,gdp,921063326.589918
CI,1963,gdp,761047198.029653
CI,1962,gdp,645284473.733691
CI,1961,gdp,618245634.179831
CI,1960,gdp,546203559.344361
CI,2024,population,31934230.0
CI,2023,population,31165654.0
CI,2022,population,30395002.0
CI,2021,population,29639736.0
CI,2020,population,28915449.0
CI,2019,population,28193009.0
CI,2018,population,27464173.0
CI,2017,population,26733372.0
CI,2016,population,25989405.0
CI,2015,population,25246342.0
CI,2014,population,24527395.0
CI,2013,population,23939775.0
CI,2012,population,23467078.0
CI,2011,population,22982000.0
CI,2010,population,22488065.0
CI,2009,population,21997940.0
CI,2008,population,21514439.0
CI,2007,population,21030558.0
CI,2006,population,20546802.0
CI,2005,population,20068458.0
CI,2004,population,19595000.0
CI,2003,population,19125542.0
CI,2002,population,18654771.0
CI,2001,population,18178913.0
CI,2000,population,17699004.0
CI,1999,population,17215935.0
CI,1998,population,16663948.0
CI,1997,population,16047170.0
CI,1996,population,15442312.0
CI,1995,population,14855565.0
CI,1994,population,14287201.0
CI,1993,population,13735951.0
CI,1992,population,13200310.0
CI,1991,population,12683870.0
CI,1990,population,12189778.0
CI,1989,population,11719771.0
CI,1988,population,11275189.0
CI,1987,population,10851475.0
CI,1986,population,10440917.0
CI,1985,population,10040483.0
CI,1984,population,9650516.0
CI,1983,population,9272744.0
CI,1982,population,8907936.0
CI,1981,population,8556596.0
CI,1980,population,8220714.0
CI,1979,population,7902267.0
CI,1978,population,7603130.0
CI,1977,population,7321950.0
CI,1976,population,7057958.0
CI,1975,population,6776297.0
CI,1974,population,6474057.0
CI,1973,population,6184944.0
CI,1972,population,5909716.0
CI,1971,population,5650868.0
CI,1970,population,5411567.0
CI,1969,population,5192221.0
CI,1968,population,4990021.0
CI,1967,population,4799744.0
CI,1966,population,4617519.0
CI,1965,population,4442377.0
CI,1964,population,4273952.0
CI,1963,population,4112061.0
CI,1962,population,3956939.0
CI,1961,population,3810151.0
CI,1960,population,3673666.0
SN,2024,gdp,32808056600.9436
SN,2023,gdp,30696331295.7826
SN,2022,gdp,27783332222.6759
SN,2021,gdp,27520784129.7508
SN,2020,gdp,24530513037.7518
SN,2019,gdp,23403995992.1354
SN,2018,gdp,23116701556.1381
SN,2017,gdp,20996562943.5979
SN,2016,gdp,19040312333.1864
SN,2015,gdp,17774766696.1759
SN,2014,gdp,19797253440.2679
SN,2013,gdp,18918667724.8817
SN,2012,gdp,17660870411.5235
SN,2011,gdp,17814283639.3119
SN,2010,gdp,16121315909.0758
SN,2009,gdp,16145867494.9405
SN,2008,gdp,16853989627.548
SN,2007,gdp,13994218412.9619
SN,2006,gdp,11697918243.0035
SN,2005,gdp,11009033437.939
SN,2004,gdp,10076816666.6196
SN,2003,gdp,8768721563.18211
SN,2002,gdp,7006402319.75856
SN,2001,gdp,6507824829.26254
SN,2000,gdp,6013185003.97525
SN,1999,gdp,6592834932.80876
SN,1998,gdp,6505607909.05324
SN,1997,gdp,6041478725.90443
SN,1996,gdp,6559712165.96508
SN,1995,gdp,6326342633.4034
SN,1994,gdp,5034588195.55806
SN,1993,gdp,7367986241.21869
SN,1992,gdp,7769817839.95644
SN,1991,gdp,7255210469.51743
SN,1990,gdp,7390967360.42121
SN,1989,gdp,6366039372.53683
SN,1988,gdp,6418419388.63499
SN,1987,gdp,6487353102.81483
SN,1986,gdp,5392093445.51053
SN,1985,gdp,3818944917.56713
SN,1984,gdp,3485165431.71354
SN,1983,gdp,3569356124.93159
SN,1982,gdp,4013951442.67081
SN,1981,gdp,4095892780.58289
SN,1980,gdp,4510108290.69571
SN,1979,gdp,4084877822.91679
SN,1978,gdp,3280354920.8516
SN,1977,gdp,2938046462.7098
SN,1976,gdp,2869777884.45166
SN,1975,gdp,2830388404.8977
SN,1974,gdp,2099325228.95651
SN,1973,gdp,1863398590.4556
SN,1972,gdp,1620857103.53492
SN,1971,gdp,1339549032.83782
SN,1970,gdp,1297407654.92832
SN,1969,gdp,1245234931.43233
SN,1968,gdp,1309384861.92219
SN,1967,gdp,1246480765.97984
SN,1966,gdp,1246908185.96343
SN,1965,gdp,1210058228.17112
SN,1964,gdp,1188930645.34423
SN,1963,gdp,1122139861.67805
SN,1962,gdp,1085475790.59112
SN,1961,gdp,1058975256.97025
SN,1960,gdp,1003692370.46869
SN,2024,population,18501984.0
SN,2023,population,18077573.0
SN,2022,population,17651103.0
SN,2021,population,17220867.0
SN,2020,population,16789219.0
SN,2019,population,16352922.0
SN,2018,population,15914498.0
SN,2017,population,15475002.0
SN,2016,population,15034521.0
SN,2015,population,14593331.0
SN,2014,population,14152102.0
SN,2013,population,13710849.0
SN,2012,population,13310495.0
SN,2011,population,12958897.0
SN,2010,population,12635413.0
SN,2009,population,12337389.0
SN,2008,population,12048959.0
SN,2007,population,11770344.0
SN,2006,population,11500094.0
SN,2005,population,11235472.0
SN,2004,population,10975704.0
SN,2003,population,10721176.0
SN,2002,population,10466214.0
SN,2001,population,10212942.0
SN,2000,population,9968260.0
SN,1999,population,9730887.0
SN,1998,population,9502952.0
SN,1997,population,9283495.0
SN,1996,population,9067014.0
SN,1995,population,8848101.0
SN,1994,population,8624078.0
SN,1993,population,8396288.0
SN,1992,population,8168395.0
SN,1991,population,7943085.0
SN,1990,population,7720523.0
SN,1989,population,7502207.0
SN,1988,population,7289618.0
SN,1987,population,7081530.0
SN,1986,population,6878192.0
SN,1985,population,6683287.0
SN,1984,population,6499364.0
SN,1983,population,6324504.0
SN,1982,population,6156961.0
SN,1981,population,5997160.0
SN,1980,population,5845638.0
SN,1979,population,5702895.0
SN,1978,population,5568096.0
SN,1977,population,5439549.0
SN,1976,population,5308564.0
SN,1975,population,5170810.0
SN,1974,population,5029437.0
SN,1973,population,4885181.0
SN,1972,population,4741631.0
SN,1971,population,4601864.0
SN,1970,population,4466328.0
SN,1969,population,4334974.0
SN,1968,population,4207587.0
SN,1967,population,4083870.0
SN,1966,population,3964299.0
SN,1965,population,3849788.0
SN,1964,population,3740535.0
SN,1963,population,3635876.0
SN,1962,population,3534686.0
SN,1961,population,3436375.0
SN,1960,population,3340907.0
ML,2024,gdp,26794747239.8805
ML,2023,gdp,24813860598.5307
ML,2022,gdp,22539987718.7642
ML,2021,gdp,22999245262.6719
ML,2020,gdp,20698560938.7775
ML,2019,gdp,20477421884.5414
ML,2018,gdp,20368015381.2413
ML,2017,gdp,18308362040.0521
ML,2016,gdp,16743796799.8329
ML,2015,gdp,15583181170.4105
ML,2014,gdp,17081681993.1695
ML,2013,gdp,15747192680.9101
ML,2012,gdp,14795114602.6396
ML,2011,gdp,15452791789.0031
ML,2010,gdp,12710739159.4045
